ej	tipo	numero	do	cliente	ref_cliente	destinacion	fecha	descripcion
24	GMCI	24-GMCI-000531		PLANTIUM S.A.	24/00293_PLANTIUM	24073TRM4001199X	04/06/2024	TRM4_EZEIZA/ ZFVCONSTITUCION_1 PALET_TECLAS /INTERRUPTORES
24	GMCI	24-GMCI-000529		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial SA	24001IC05008466S	24/06/2024	Camion completo desde Zona Franca Colonia Uruguay. Pequeñas cantidades Número de trámite: EX-2024-51493059- -APN-DNRT#MEC.
24	GMCI	24-GMCI-000528		SIPEL SRL	OP 24/00305_SIPEL SRL	24073TRM4001046W	17/05/2024	TRM04 EZEIZA - ROSARIO BINDER I
24	GMCI	24-GMCI-000527		CULTURAL LIBRERA AMERICANA S.A.	Guanghzhou New Color Printing	24001IC04148576B	17/09/2024	 
24	GMCI	24-GMCI-000526		GAMISOL Y CIA. S.A	OP 30250_GAMISOL Y CIA. SA	24001TRM4003617T	10/06/2024	TRM4 ISTA FCL_EXO/TORTONE
24	GMCI	24-GMCI-000525		PATOCO Y CIA S.R.L.	op 30593_PATOCO SRL	24001TRM4003263Z	23/05/2024	TRM4 1X20 TRP/CACEC_CORDOBA
24	GMCI	24-GMCI-000524		CYPRES SA	LatinBoooks International SA 2	24001IC05007458S	03/06/2024	Pedido 03/2024
24	GMCI	24-GMCI-000523	 	PERTRAK S.A	OPCBA 30425_PERTRAK SA	24001TRM4004391T	15/07/2024	TRM BUENOS AIRES - TORTONE CÒRDOBA
24	GMCI	24-GMCI-000522		PROBELT S.R.L.	CW	24001TRM4002748A	25/04/2024	TRM4
24	GMCI	24-GMCI-000519		CURTIEMBRE RIO TERCERO SA	OP: 30112_CURTIEMBRE RIO TERCERO	24001TRM4003159U	16/05/2024	TRM ISTA IMO_BUE/TORTONE/RIO TERCERO/BUE
24	GMCI	24-GMCI-000518		PLANTIUM S.A.	24/00156_PLANTIUM	24073TRM4000827F	19/04/2024	TRM4 PLANTIUM_EZEIZA/ZFVCONSTITUCION_98 BULTOS, 1.1431KGS
24	GMCI	24-GMCI-000517		JEREZ MANTARAS HUGO MARCELINO	Paidotribo SL / Inst. Monsa de	24001IC04111463J	23/07/2024	Embarque contenedor Paidotribo S.L. + Instituto Monsa de Ediciones S.L.
24	GMCI	24-GMCI-000516		PROEME	TROTTA SIGUEME HERMIDA	24001SEDI180269D	13/06/2024	TROTTA SIGUEME HERMIDA
24	GMCI	24-GMCI-000515		A Z EDITORA S.A.		24001IC04077847D	22/05/2024	Guangzhou New Color Printin Co  p/ Cta y Orden LYFTEN LLC. Libros Impresos.
24	GMCI	24-GMCI-000514		COMPAÑIA AVICOLA S.A.	24/00042 SI	24001TRM4002016L	21/03/2024	TRM4_COMPAÑIA AVICOLA_6x40HC+1x20
24	GMCI	24-GMCI-000513		CULTURAL LIBRERA AMERICANA S.A.	ARQUETIPO GRUPO EDITORIAL 3017	24001IC05005096Y	15/04/2024	CAMION ZONA FRANCA COLONIA
24	GMCI	24-GMCI-000510		PLANTIUM S.A.	24/00126	24073TRM4000709E	04/04/2024	TRM4 PLANTIUM_EZEIZA/ZFVCONSTITUCION_51 BULTOS, 581KGS 
24	GMCI	24-GMCI-000509		CYPRES SA	LATINBOOKS INTERNATIONAL SA 2101	24001IC05005319M	18/04/2024	LATINBBOKS INTERNATIONAL SA 2101 //  Pedido 2/24 Camiòn completo Embarque Terrestre. Embarca: Arriba: 
24	GMCI	24-GMCI-000508		PERTRAK S.A	OPCBA 30220_PERTRAK	24001TRM4002732Z	25/04/2024	TRM ISTA FCL_BUE- TORTONE
24	GMCI	24-GMCI-000507		SUELO Y VINOS S.A.	23/00446 SI_SUELO Y VINOS SA	24001TRM4003158T	16/05/2024	TRM TRP/ZFMENDOZA_INTERVIENE SENASA ALIMENTOS
24	GMCI	24-GMCI-000505		PROBELT S.R.L.	P-09-0017-24	24001SEDI074310P	04/03/2024	P-09-0017-24
24	GMCI	24-GMCI-000504	 	EFEPE S.A.	VALO V-240209	24001IC04082005X	30/05/2024	NYLON RINGS/ ARANDELAS DE NYLON
24	GMCI	24-GMCI-000503		PROBELT S.R.L.		24001TRM4001625Z	05/03/2024	TRM4 ZFLP
24	GMCI	24-GMCI-000501		CULTURAL LIBRERA AMERICANA S.A.	ARQUETIPO GRUPO EDITORIAL SA	24001SEDI061418U	20/02/2024	ARQUETIPO GRUPO EDITORIAL SA A 3015 CAMION URUGUAY
24	GMCI	24-GMCI-000500		PLANTIUM S.A.	TTO PLANTIUM	24073TRM4000447D	21/02/2024	TRM4 EZEIZA/ ZFVCONSTITUCION_61PCS_675KGS
24	GMCI	24-GMCI-000499		TONONI MAXIMILIANO JOSE	EDIC. UNIVERSIDAD SALAMANCA	24001IC04071073L	13/05/2024	EDICIONES  UNIVERSIDAD SALAMANCA + ASTURLIBROS+AVENTURAS LITERARIAS+LA MALETA
24	GMCI	24-GMCI-000498		PROBELT S.R.L.	MDI2024000000054	24001SEDI051757C	08/02/2024	SON 5 PALLET P-PO-0003-24/1
24	GMCI	24-GMCI-000497		BIG STARS SRL	24/00018 SI Cnee: BIG STARS SRL	24001TRM4001524Y	28/02/2024	TRM04 T4/ BINDER II 1x40HC CAIU76600883
24	GMCI	24-GMCI-000496		LIEX S.A.	LIEX-XM-GK-197	24008TRM4000057V	15/02/2024	Transito desde ZARATE A FIAMBALA CATAMARCA  Seràn 9/10 camiones segun su peso 262.800kgs
24	GMCI	24-GMCI-000495		CYPRES SA	Latinbooks International 2096 Pedido 1/24	24001IC05003471J	13/03/2024	Embarque terrestre - Latinbooks International SA A2096 Pedido 1/24 completo.
24	GMCI	24-GMCI-000494		PROBELT S.R.L.		24001SEDI021889F	15/01/2024	 
24	GMCI	24-GMCI-000493		EFEPE S.A.	VALO V-240106_REPUESTOS	24001IC04018149Z	30/01/2024	REPUESTOS PARA MATRICES MAQUINAS VARIAS
24	GMCI	24-GMCI-000492		LOCALES COMERCIALES SRL	OPCBA 29835_cnee/ LOCALES COMERCIALES SRL	24001TRM4000541M	22/01/2024	TRM EXOLGAN/ ZOFRACOR_1X40HC MEDUEM490417 
24	GMCI	24-GMCI-000491	 	CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial SA A 3014	24001IC05002772M	28/02/2024	Camiòn completo Arquetipo Grupo Editorial SA  A 3014 
23	GMCI	23-GMCI-000489		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial SA A 3008	24001IC05005080H	15/04/2024	Arquetipo Grupo Editorial SA A 3008 pequeños lotes.
23	GMCI	23-GMCI-000488		ARTRANS SA	23/00120 AI_ARTRANS	23073TRM4005680G	22/12/2023	TRM EZEIZA/ PTM- 11016 MENDOZA
23	GMCI	23-GMCI-000487		PROBELT S.R.L.		24001SEDI125771A	23/04/2024	 
23	GMCI	23-GMCI-000486		OLIMPICO SRL	23/02026 SI_OLIMPICO SRL	23001TR04006012E	01/12/2023	TR04 LCL 5PKS 2500KGS GEMEZ BARRACAS A BINDER I-ROSARIO
23	GMCI	23-GMCI-000485		STARPLASTIC S.A.	OP29511	23001TRM4013563T	14/12/2023	TRM4 EXO/ CACEC_BL TPE23100033 TCLU4436114 1X40GP
23	GMCI	23-GMCI-000484		CULTURAL LIBRERA AMERICANA S.A.	JHP2023100407	24001IC04061734Y	25/04/2024	IGN: IF-2023-119091373-APN-DNSG#IGN SDU: if-2023-138498304-APN-DNRT#MEC SDU: if-2023-138826802-APN-DNRT#MEC
23	GMCI	23-GMCI-000482		LABORATORIOS PEYTE S.A.	23/02454 SI_LAB. PEYTE	23001TRM4013557W	14/12/2023	1x40ST IMO MSDU4029640 TRM ISTA BUE/CELIMEX-VENADO TUERTO
23	GMCI	23-GMCI-000481		GARRO FABRIL SA	23/02431 SI_GARRO FABRIL	23001TRM4013453R	06/12/2023	BL TXSV30943201 PARTE DE 1X20 PCIU1103174TTO TRM TRP/CELIMEX
23	GMCI	23-GMCI-000480		GARRO FABRIL SA	2302431 SI-A_GARRO FABRIL	23001TRM4013452Z	06/12/2023	BL TXSV30943200 1X20 PCIU1103174 TTO TRM TRP/CELIMEX
23	GMCI	23-GMCI-000479		CULTURAL LIBRERA AMERICANA S.A.	CI N.:322122029-1	24001IC04019401X	01/02/2024	Guangzhou New Color Printing CO.,LTD CI.: 322122029-1
23	GMCI	23-GMCI-000478		CULTURAL LIBRERA AMERICANA S.A.	323062193	24001IC04043323X	21/03/2024	 
23	GMCI	23-GMCI-000477	 	GRUMAQ SRL	23/02202 SI_GRUMAQ	23001TRM4012772U	15/11/2023	TRM ISTA T4/ BINDER-ROS 1X40HQ MRSU5211044 GRQ1087/1088 (SR175B) - GRQ1089/1090 (SR200B)
23	GMCI	23-GMCI-000476	 	GRUMAQ SRL	23/02203 SI_GRUMAQ	23001TRM4012769D	15/11/2023	TRM T4/BINDER-ROS 1x40 HC MRSU3459324 GRQ1087/1088 (SR175B) - GRQ1089/1090 (SR200B)
23	GMCI	23-GMCI-000475		GRUMAQ SRL	23/02188_GRUMAQ	23001TRM4012771T	15/11/2023	TRANSITO TRM4 T4/ BINDER ROSARIO 1X40HC_REF GRUMAQ GRQ1077/1060 (SR220B) GRQ1081/1082 (SR175B) MRKU5970367
23	GMCI	23-GMCI-000474		ROS MEDICAL S.A.	23/00652_ROS MEDICAL	23073TRM4005192E	06/11/2023	TRANSITO TRM EZEIZA/ ZFVCONSTITUCION 9 BULTOS CON PALETS DE MADERA
23	GMCI	23-GMCI-000472		EL PONY SA	23/02286 SI - EL PONY SA	23001TRM4011819V	27/10/2023	1x40HC ***IMO*** MSMU7180847_38 PALETS_TRANSITO TRM4 EZO/PORTAR-ROS 
23	GMCI	23-GMCI-000471		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial S.A 3007	23001IC04180074M	25/10/2023	Arquetipo Grupo Editorial SA  3007  // Pro forma 013/23 Camiòn consolidado Tte. Rolando SA ROU1063/23. Ingreso 25/10/2023.
23	GMCI	23-GMCI-000469		ROGGIO LUIS S.A.	OP29171 - ROGGIO	23001TRM4011383R	17/10/2023	1 X 40HC MSDU8181076 TRM EXO/ZOFRACOR 11046
23	GMCI	23-GMCI-000468		STARLIGHT SA	OP2785 - STARLIGH SA	23001TRM4013255R	28/11/2023	TRM TRP/ TORTONE 1X40HC DFSU73259007 14 PALLETS DE MADERA
23	GMCI	23-GMCI-000467	 	LABORATORIOS PEYTE S.A.	23/02233 SI - LAB. PEYTE	23001TRM4011495V	19/10/2023	TTO TRM4 T4/CELIMEX - 1x40HC SEKU4597752
23	GMCI	23-GMCI-000463		EL PONY SA	23/02081 SI - EL PONY SA	23001TRM4009629E	13/09/2023	1X20 CXDU1400363 MSC AVNI LLEGO 28/08?
23	GMCI	23-GMCI-000460		COTAGRO COOPERATIVA AGROPECUARIA LI	OP29449 - COTAGRO	23001TRM4009245V	05/09/2023	1X40HC MRKU6067622 TRM4 Destino General Dehesa.
23	GMCI	23-GMCI-000459		CYPRES SA	SIRA 06	24001IC05001326G	29/01/2024	Latinbboks International SA A 2076 // Pedido 06/2023
23	GMCI	23-GMCI-000458		VALVTRONIC S.A	VALVTRONIC 23/00353 SI	23001TRM4009565D	12/09/2023	TRM ISTA EXO/ZONA FR MENDOZA 1X40HQ MSCU 7868151 1X40HQ MEDU 7230008 1X40HQ MSDU 6260073
23	GMCI	23-GMCI-000457		VALVTRONIC S.A	23/00302 SI  Valvtronic SA	23001TRM4009541U	12/09/2023	1X40HQ MSMU6496194 1X20     MSMU1542738  TRM ISTA EXO/ZF MENDOZA
23	GMCI	23-GMCI-000456		OLEOHIDRAULICA TECNICORD SA	OP.28884 - OLEOH. TECNICORD	23001TRM4009256A	05/09/2023	1X40HC TRANSITO ISTA DEST. ZOFRACOR (017-11046) CON EMB.MADERA
23	GMCI	23-GMCI-000455		EDICIONES LEA S.A.	JH-LEA20230804A	24001IC04027465R	19/02/2024	PRIMER EMBARQUE MARITIMO
23	GMCI	23-GMCI-000454		LABORATORIOS PEYTE S.A.	23/01988 SI LAB. PEYTE	23001TRM4009596H	13/09/2023	BL: ATZSE2307153 TRM IMO EXOLGAN/ CELIMEX BEAU4412554
23	GMCI	23-GMCI-000453		LABORATORIOS PEYTE S.A.	23/01989 SI - LAB. PEYTE	23001TRM4008590A	24/08/2023	BL: ATZSE2307191 TRM IMO TERM.4/CELIMEX
23	GMCI	23-GMCI-000452		PERTRAK S.A	28885 PERTRAK	23001TRM4008479G	23/08/2023	1X40HC TRM TRP/TORTONE 11004 - CORDOBA
23	GMCI	23-GMCI-000451		CUATRO ASES SA	OP.28847 CUATRO ASES SA	23001TRM4008477E	23/08/2023	1X40HC TRM ISTA TRP/TERRAMAR
23	GMCI	23-GMCI-000450		EL PONY SA	23/01977 SI	23001TR04003788V	18/08/2023	LCL TR04 TEFASA II/ PORTAR-ROSARIO ***IMO***
23	GMCI	23-GMCI-000449		MOJON UNO S.A.	29159 MOJON UNO	23001TRM4008242R	16/08/2023	TRM 1X40HC BUE/ MARE LOG 1100T
23	GMCI	23-GMCI-000448		PROBELT S.R.L.		23001SIRA338250H	08/08/2023	 
23	GMCI	23-GMCI-000446		EFEPE S.A.	VALO Q-LF-290-2023 MAQUINAS	23001SIRA336434J	07/08/2023	ESTAMPADORA DE TORNILLOS YH-1564 + LAMINADORA PARA HACER ROSCAS CTR6N-2
23	GMCI	23-GMCI-000444		EFEPE S.A.	VALO V-230708	23001IC04157710N	19/09/2023	RESPUESTOS MATRICERIA AÉREO
23	GMCI	23-GMCI-000440		ROS MEDICAL S.A.	23/00483 ROS MED HAWB: ZRH 00878975	23073TRM4003335B	01/08/2023	TRM4 EZE/ZFVCONSITUCION c/ SENASA EMB MADERAS
23	GMCI	23-GMCI-000438		CRUX MARINE SAS 	PALMARY/MAT.APLIC.INV.120	23073IC04073550V	20/07/2023	AFECTA PARCIAL 23001SIRA253762L i-230427 consolidada
23	GMCI	23-GMCI-000437		CRUX MARINE SAS 	ARROW - MAT.APLIC.INV. # 121	23073IC04093279X	05/09/2023	AFECTA PARCIAL 23001SIRA253762L i-230427 consolidada
23	GMCI	23-GMCI-000436		CRUX MARINE SAS 	GLOBALSAT/ MAT.APLIC.INV.118	23073IC04072400Y	18/07/2023	AFECTA PARCIAL 23001SIRA253762L i-230427 consolidada
23	GMCI	23-GMCI-000435		CRUX MARINE SAS 	PANELES/MAT.APLIC.INV.119	23073IC04075030Z	25/07/2023	AFECTA PARCIAL 23001SIRA253762L i-230427 consolidada
23	GMCI	23-GMCI-000430		CRUX MARINE SAS 	MOUSER/MAT.APLIC.INV.116	23073IC04070223P	12/07/2023	PARCIAL DE SIRA CONSOLIDADA
23	GMCI	23-GMCI-000429		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial SA 3004	23001IC04180444N	25/10/2023	Arquetipo Grupo Editorial SA 3004Proforma 12-23  Camiòn Consolidado Tte. Rolando SA  Ingreso 25/10/2023 SDU
23	GMCI	23-GMCI-000428		CULTURAL LIBRERA AMERICANA S.A.	Proforma N11-23	23001IC05021058J	04/12/2023	Proforma 11-23 Junio 23
23	GMCI	23-GMCI-000424		CULTURAL LIBRERA AMERICANA S.A.	GUANGHOU NEW COLOR PRINTING CO	23001SIRA230646H	29/05/2023	1X20`CHINA
23	GMCI	23-GMCI-000423		CULTURAL LIBRERA AMERICANA S.A.	GUANGZHOU NEW COLOR PRINTING	23001IC04165941S	02/10/2023	GUANGZHOU NEW COLOR PRINTING CO.,LTD  CI N 322102118-4
23	GMCI	23-GMCI-000422		CYPRES SA	Pedido 18 Mayo 23 SIRA 05// LatinBooks A2062	23001IC05016722L	19/09/2023	Latinbooks International SA A2062
23	GMCI	23-GMCI-000421		CRUX MARINE SAS 	IRIDIUM TRANSCEIVERS	23001SIRA213545G	16/05/2023	 
23	GMCI	23-GMCI-000419		CRUX MARINE SAS 	PANELES CHICOS WSL	23001SIRA198205L	08/05/2023	 
23	GMCI	23-GMCI-000418		CULTURAL LIBRERA AMERICANA S.A.	NUTECH INV.EXP/025/23-24	23001IC04132503G	08/08/2023	Contenedor de Nuech 1x20 TRASLADO, DESCO, RETIRO DDE LO PRIMO II. PI-098/22-23
23	GMCI	23-GMCI-000417		CYPRES SA	Latinbooks International SA A 2161 // Pedido 3	23001IC05015179Z	23/08/2023	Latinbooks International SA A 2161 // Pedido 3
23	GMCI	23-GMCI-000416		PROEME		23001SIRA151877P	11/04/2023	pedido EXW EUROS  76.337,02 pedido recibido 27/03/2023 se baja FOB por bloqueo EUROS 29646,04
23	GMCI	23-GMCI-000415		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editorial SA A 2049	23001IC05019622N	08/11/2023	Arquetipo Grupo Editoria SA A 2049 Sobre proforma 10.
23	GMCI	23-GMCI-000414		CULTURAL LIBRERA AMERICANA S.A.	Pro forma 9	23001SIRA136684Y	30/03/2023	 
23	GMCI	23-GMCI-000413		CYPRES SA	LATINBOOKS INV.2070	23001IC04167899J	04/10/2023	pedido 4 /2023_DICCIONARIOS_DESPACHA DE PISO TEFASA I
23	GMCI	23-GMCI-000412		CULTURAL LIBRERA AMERICANA S.A.	CENTRAL ARQUETIPO GRUPO EDITORIAL S.A. Pro Forma 8	23001IC05011833J	05/07/2023	Central Arquetipo Grupo Editorial S.A.   Pro forma 8 contenedor de 20`enviado desde SINGAPUR
23	GMCI	23-GMCI-000411		CRUX MARINE SAS 	DIGI-KEY INV. 95991522	23073IC04033151Y	05/04/2023	COMPRA TARJETA DE CREDITO RETENIDO MARZO 2023
23	GMCI	23-GMCI-000410		CRUX MARINE SAS 	DIGI-KEY 2023 CHICA	23001SIRA104486J	09/03/2023	 
23	GMCI	23-GMCI-000409		CRUX MARINE SAS 	DIGI-KEY 2023 GRANDE	23001SIRA104440W	09/03/2023	 
23	GMCI	23-GMCI-000408		CRUX MARINE SAS 	PCBWAY	23001SIRA101999P	08/03/2023	PANELES SOLARES Y STENCILS
23	GMCI	23-GMCI-000407		CRUX MARINE SAS 	GOLLEDGE	23001SIRA101986L	08/03/2023	 
23	GMCI	23-GMCI-000406		CRUX MARINE SAS 	AMPHENOL	23001SIRA104268H	09/03/2023	 
23	GMCI	23-GMCI-000405		EFEPE S.A.	VALO INV. V-230303	23001IC04053186P	03/04/2023	MATRICERIA PARA ESTAMPADORA DE TORNILLOS - PEDIDO VALO LF-745-2022
23	GMCI	23-GMCI-000404		CRUX MARINE SAS 	BANTEN ANTENA-II-2023 "GRANDE"	23001SIRA099556U	07/03/2023	 
23	GMCI	23-GMCI-000403		CRUX MARINE SAS 	PANELES-II-2023 "GRANDE"	23001SIRA104830C	10/03/2023	 
23	GMCI	23-GMCI-000402		CRUX MARINE SAS 	PALMARY-II-2023 "grande"	23001SIRA098702M	07/03/2023	ARTÍCULOS PARA LA FABRICACIÓN DE LINTERNAS
23	GMCI	23-GMCI-000401		CRUX MARINE SAS 	MOUSER II-2023 "grande"	23001SIRA098869D	07/03/2023	ARTÍCULOS PARA FABRICACION DE LINTERNAS
23	GMCI	23-GMCI-000400		DANES S.R.L.	MAEU223662245	23001TRM4002115K	01/03/2023	4x40HC RF NO OP TTO ISTA T4-BUE/ BINDER II (1100D)
23	GMCI	23-GMCI-000399		CRUX MARINE SAS 	MOUSER 2023	23073SIRA028067S	27/02/2023	 
23	GMCI	23-GMCI-000397		CRUX MARINE SAS 	PALMARY2023/MAT.AP.INV.111	23073IC04066392E	04/07/2023	ENVIO CHINA/ ARG VIA MATERIALES APLICADOS
23	GMCI	23-GMCI-000396		LAFFORT ARGENTINA S.A.	23/00035 SI	23001TRM4002650Y	16/03/2023	LAFFORT
23	GMCI	23-GMCI-000395		T6 INDUSTRIAL S A	1020049267	23073TRM4000597X	08/02/2023	23/00040
23	GMCI	23-GMCI-000394	 	SOLARGEN ULLUM SA	23/00050	23073TRM4000532U	03/02/2023	 
23	GMCI	23-GMCI-000393		CYPRES SA	LATIN - INV. A2053	23001IC05004589T	27/03/2023	Pedido feb - marzo
23	GMCI	23-GMCI-000392		CRUX MARINE SAS 	MAT. APLICADOS INV. 109	23001IC04051408K	30/03/2023	ANTENAS (BANTEN) 80UNID. AEREO DHL.
23	GMCI	23-GMCI-000391		CRUX MARINE SAS 	AIRMAR_MAT.APLICADOS INV. 123	23001IC04161518Y	25/09/2023	ESTACIONES METEOROLOGICAS
23	GMCI	23-GMCI-000390		CRUX MARINE SAS 	NORTEK_MAT.APLICADOS INV. 110	23001IC04163014H	27/09/2023	CORRENTOMETRO
23	GMCI	23-GMCI-000389		AGROCOSECHA S.A.	22/00574 HBL:5013472/2	23008TRM4000100J	19/01/2023	TRM ZARATE/PSECO 1X40HC FFAU2945056 COMPARTIDO CON i-230388
23	GMCI	23-GMCI-000388		AGROCOSECHA S.A.	22/00574 HBL:5013472	23008TRM4000099D	19/01/2023	TRM ZARATE/PSECO 1X40HC FFAU2945056 COMPARTIDO CON i-230389
23	GMCI	23-GMCI-000387		CRUX MARINE SAS 	MAT. APLICADOS INV. A108	23073IC04038834E	21/04/2023	PANELES WSL SOLAR
23	GMCI	23-GMCI-000386		LAFFORT ARGENTINA S.A.	22/00734	23001TRM4001691S	14/02/2023	 
23	GMCI	23-GMCI-000385		LAFFORT ARGENTINA S.A.	22/00719	23001TRM4000957W	25/01/2023	 
23	GMCI	23-GMCI-000384		EFEPE S.A.	NINGBO YISHENG_INV. 23YS0615	23001IC04208619S	07/12/2023	MÁQUINAS - LINEA PARA TRATAMIENTO DE ZINCADO DE TORNILLOS. 1X20+2X40HC
23	GMCI	23-GMCI-000383		LAFFORT ARGENTINA S.A.	22/00675 LAFFORT CONT. 5	23001TRM4000567T	16/01/2023	1X40HC BMOU5511561 TRM BUE/ZFMDZ CON SENASA INAL/ AFIDI
23	GMCI	23-GMCI-000382		A Z EDITORA S.A.	LYFTEN LLC. INV. LYF-JHP-20230101	23001IC04063742Y	20/04/2023	Pro forma 09/01/2023 - 2x40HC SHENZHEN JINHAO/ LYFTEN
23	GMCI	23-GMCI-000381		CULTURAL LIBRERA AMERICANA S.A.	ARQUETIPO A 2043	23001IC05004413F	21/03/2023	camion SIRA pedido recibido 02/01/2023
22	GMCI	22-GMCI-000380		TALLERES METALURGICOS BAMBI S A	22/02831 SI	22001TRM4013838A	29/12/2022	TRM ISTA TALLERES METALURGICOS BAMBI
22	GMCI	22-GMCI-000379		AGROCOSECHA S.A.	22/00571 (D) AGROCOSECHA	22008TRM4000813T	27/12/2022	TRM TTO ISTA ZARATE/ PUERTO SECO-MDZ, hbl:1528327D 1X40HC PARTE MSMU8570449
22	GMCI	22-GMCI-000378		AGROCOSECHA S.A.	22/00571 (C) AGROCOSECHA	22008TRM4000812S	27/12/2022	TRM TTO ISTA ZARATE/ PUERTO SECO-MDZ, hbl:1528327C 1X40HC PARTE MSMU8570449
22	GMCI	22-GMCI-000377		AGROCOSECHA S.A.	22/00571 (B) AGROCOSECHA	22008TRM4000811R	27/12/2022	TRM TTO ISTA ZARATE/ PUERTO SECO-MDZ, hbl:1528327B 1X40HC PARTE MSDU5392183
22	GMCI	22-GMCI-000376		AGROCOSECHA S.A.	22/00571 (A) AGROCOSECHA	22008TRM4000810Z	27/12/2022	TRM TTO ISTA ZARATE/ PUERTO SECO-MDZ, hbl:1528327A 1X40HC PARTE MSDU5392183
22	GMCI	22-GMCI-000375		AGROCOSECHA S.A.	22/00584 AGROCOSECHA	22008TRM4000809B	27/12/2022	TRM TTO ISTA ZARATE/ PUERTO SECO-MDZ, hbl:1081225 1X20 MEDU2150790
22	GMCI	22-GMCI-000374		ROS MEDICAL S.A.	22/00708	22073TRM4005911C	27/12/2022	 
22	GMCI	22-GMCI-000372		LAFFORT ARGENTINA S.A.	22/00648 - LAFFORT TRM	22001TRM4013827V	29/12/2022	EXOLGAN/ ZFMENDOZA, SENASA AFIDI+CERT.IMPORT. EN BUE
22	GMCI	22-GMCI-000371		ARAG ARGENTINA SA	22/00642	22073TRM4005765J	15/12/2022	 
22	GMCI	22-GMCI-000370		CALZADOS BLANCO S.A.	22/03096 SI	22001TRM4013108N	14/12/2022	 
22	GMCI	22-GMCI-000368		EFEPE S.A.	DAGAN SW-1252/1203/2022	23001SIRA010006Z	09/01/2023	PEDIDO SIN EFECTO/ REEMPLAZADO POR VALO. 23001SIRA010006Z SALIDA+ANULADA
22	GMCI	22-GMCI-000366		TONONI MAXIMILIANO JOSE	PANOPLIA DE LIBROS 22/1496	23001IC04207789C	07/12/2023	 
22	GMCI	22-GMCI-000365		CYPRES SA	LATINB INV. A2054 (0221107)	23001IC05005731J	12/04/2023	 
22	GMCI	22-GMCI-000364		LAFFORT ARGENTINA S.A.	22/00602	23001TRM4000488V	12/01/2023	MEDUBI946915
22	GMCI	22-GMCI-000363		PERTRAK S.A.	OPCBA 27518	22001TRM4013605P	26/12/2022	 
22	GMCI	22-GMCI-000362		R Y D SA	OP 27042	22001TRM4013296V	16/12/2022	 
22	GMCI	22-GMCI-000361		CULTURAL LIBRERA AMERICANA S.A.	NUTECH INV. EXP/187/22-23	23001IC04060344J	17/04/2023	PI-044/22-23-Nutech Print Services-India-1x20 TERMINAL 4
22	GMCI	22-GMCI-000360		LABORATORIOS PEYTE S.A.	22/03245 SI	22001TRM4011676V	09/11/2022	BL HDMUSHAZ05422000 - CAIU6662520
22	GMCI	22-GMCI-000359		LAFFORT ARGENTINA S.A.	22.00542 SI	22001TRM4011719T	09/11/2022	 
22	GMCI	22-GMCI-000358		LABORATORIOS PEYTE S.A.	22/03212 SI	22001TRM4011983W	15/11/2022	 
22	GMCI	22-GMCI-000357		LABORATORIOS PEYTE S.A.	22/03211 SI	22001TRM4012060J	16/11/2022	 
22	GMCI	22-GMCI-000356		LABORATORIOS PEYTE S.A.	Ref. 22/03210 SI -	22001TRM4011563Z	04/11/2022	MBL: HDMUSH
22	GMCI	22-GMCI-000355		CULTURAL LIBRERA AMERICANA S.A.	Arquetipo Grupo Editoria S.A. A 2028	23001IC05001997T	08/02/2023	Arquetipo profroma nº6
22	GMCI	22-GMCI-000354		CULTURAL LIBRERA AMERICANA S.A.	A 2035	22001IC05029324M	27/12/2022	22-GMCI-334 Y 340 Pedido unificado PRO FORMA Nº5
22	GMCI	22-GMCI-000353		LAFFORT ARGENTINA S.A.	22/00495 SI	22001TRM4011715P	09/11/2022	 
22	GMCI	22-GMCI-000352		LABORATORIOS PEYTE S.A.	22/03020 SI	22001TRM4010819T	18/10/2022	CARGA IMO CLASS 6.1  UN-2811 UN-3349
22	GMCI	22-GMCI-000351		3D ARGENTINA SA	22/01930	22001TRM4011177R	26/10/2022	 
22	GMCI	22-GMCI-000350		CULTURAL LIBRERA AMERICANA S.A.	ARQUETIPO GRUPO EDITORIAL S.A.	22001IC05023520E	26/09/2022	GMCI-565 ACK VMG
22	GMCI	22-GMCI-000349		CULTURAL LIBRERA AMERICANA S.A.	ARQUETIPO GRUPO EDITORIAL S,A. A 2028	22001IC05023513G	26/09/2022	 
22	GMCI	22-GMCI-000348		CYPRES SA	Pedido 1 prioritario	22001SIMI437304J	30/09/2022	 
22	GMCI	22-GMCI-000347		PROEME	pro forma	22001SIRA024560C	21/10/2022	pedido enviado completo el 26/09/2022
22	GMCI	22-GMCI-000346		CULTURAL LIBRERA AMERICANA S.A.	Nutech Print Services-India	22001IC04193244Y	08/09/2022	Antes 22-GMI-559 en ACK VG
22	GMCI	22-GMCI-000345		LAFFORT ARGENTINA S.A.	22/00417 SI	22001TRM4010667U	13/10/2022	 
22	GMCI	22-GMCI-000343		EFEPE S.A.	VALO INTERNATIONAL CO., LTD.	22001IC04241023D	14/11/2022	VALO SALES CONFIRM. LF-200-2022+PO.200-2022 MATRICES VALO 12/09/22
